"id_q","reputation_a","votecount"
3266657,1219,1
3266657,13,1
3266687,111,1
3266731,431,7
3266760,52934,1
3266760,1229,4
3266793,1,1
3266804,6825,4
3266847,1068,2
3266881,1,2
3266913,8,1
3267013,912,1
3267071,5830,6
3267071,503,6
3267129,21,2
3267129,954,1
3267152,42,7
3267166,21,2
3267190,31,2
3267190,1151,2
3267192,86,2
3267226,31,1
3267226,6,1
3267227,635,1
3267227,3669,1
3267290,958,1
3267290,99,2
3267322,1,13
3267360,26,2
3267367,747,1
3267367,1,2
3267456,26,2
3267481,560,1
3267481,2259,3
3267520,1131,2
3267559,3242,1
3267559,66,1
3267591,130,3
3267615,1,1
3267615,7551,2
3267622,2463,3
3267671,11,4
3267707,3997,1
3267741,347,1
3267784,347,2
3267784,152,2
3267797,3972,2
3267871,147,1
3267889,5202,2
3267905,468,2
3267905,1549,5
3267937,13,2
3267937,3154,1
3267961,1159,2
3268020,228,1
3268097,1286,1
3268097,123,1
3268099,45,1
3268147,2699,2
3268163,1,3
3268171,34,1
3268171,58403,3
3268183,413,1
3268191,2195,1
3268206,1082,1
3268219,96,2
3268229,1,5
3268247,21,3
3268252,143,1
3268257,1037,2
3268302,8,2
3268333,1003,2
3268383,413,1
3268383,468,1
3268387,201,1
3268420,28,1
3268421,46,2
3268483,647,3
3268488,22829,3
3268505,259,1
3268507,6310,1
3268588,1,2
3268628,356,1
3268628,1229,2
3268677,6405,1
3268690,372,2
3268748,1028,1
3268776,55,1
3268776,1003,2
3268779,53,2
3268783,11,1
3268791,7551,1
3268791,1727,1
3268801,18,2
3268810,96,2
3268820,1522,2
3268820,565,1
3268821,1015,1
3268848,96,2
3268848,71,1
3268856,71,1
3268899,421,3
3268899,747,2
3268931,43,2
3268931,1416,1
3268976,139,1
3268986,119,2
3269005,321,1
3269016,5932,5
3269019,546,1
3269086,672,2
3269088,991,1
3269126,173,1
3269134,1142,4
3269138,1151,4
3269214,46,1
3269257,189,1
3269266,25,5
3269267,1094,1
3269293,3489,3
3269301,21,3
3269307,11,2
3269348,21,2
3269349,500,1
3269407,84,1
3269448,11,1
3269529,8417,3
3269599,41,1
3269635,21,1
3269648,25,5
3269659,226,2
3269659,70,3
3269723,150,1
3269770,1,1
3269788,1,1
3269802,370,1
3269802,11,1
3269850,1,1
3269857,1,4
3269863,6,1
3269897,11,1
3269897,1151,4
3269939,26,3
3269939,813,1
3269951,41,1
3269960,41,1
3269960,16,2
3269977,41,2
3269981,202,2
3269989,3,1
3269989,308,1
3269996,1329,1
3270045,17,1
3270070,328,2
3270071,391,2
3270076,8,2
3270109,1,1
3270114,605,1
3270125,8,2
3270165,328,2
3270174,347,1
3270186,771,2
3270262,12881,1
3270262,442,4
3270332,770,1
3270335,23,2
3270348,530,3
3270380,41932,1
3270409,1725,1
3270424,26,2
3270441,200,1
3270441,462,1
3270470,41932,2
3270502,3425,1
3270533,2463,10
3270533,13377,3
3270605,1,4
3270636,150,1
3270666,106,1
3270683,38,3
3270686,16,2
3270696,1356,5
3270696,327,1
3270717,1301,2
3270723,52934,3
3270749,356,2
3270749,1,2
3270757,597,2
3270771,550,2
3270803,1191,1
3270819,17004,1
3270819,52934,1
3270832,96,2
3270891,354,1
3270891,313,2
3270917,3,2
3270927,1003,4
3270927,38,2
3270928,1433,5
3270992,3452,3
3270992,173,3
3271006,23,1
3271014,639,1
3271027,66,2
3271093,11,3
3271096,119,1
3271096,11,2
3271128,28,1
3271143,46,1
3271174,2564,1
3271188,3425,2
3271204,86,1
3271215,23,1
3271217,6037,1
3271283,289,1
3271320,1,1
3271326,6037,3
3271339,134,1
3271384,6037,1
3271384,1,1
3271408,42,1
3271416,1765,1
3271446,306,1
3271446,6,1
3271448,8674,1
3271455,52934,15
3271519,7341,4
3271519,380,1
3271524,5087,1
3271553,347,4
3271610,96,1
3271639,546,1
3271662,173,3
3271664,66,1
3271676,672,5
3271676,91,1
3271712,15,1
3271848,28,2
3271854,686,1
3271855,61,1
3271855,173,1
3271883,28,2
3271911,1012,3
3271956,150,2
3271964,43,1
3272039,173,3
3272042,470,2
3272120,28,2
3272125,1,2
3272210,347,1
3272213,116,1
3272218,131,2
3272238,156,5
3272294,7250,1
3272311,372,1
3272342,1765,1
3272399,641,1
3272399,1,1
3272493,313,1
3272498,1,4
3272500,304,2
3272569,26,3
3272569,8,2
3272613,309,1
3272669,1619,4
3272708,68,8
3272708,74,2
3272778,3475,2
3272780,5651,2
3272789,6037,2
3272797,1003,4
3272810,68,3
3272810,324,1
3272961,370,1
3273006,470,1
3273006,349,3
3273009,485,1
3273012,6037,3
3273107,189,1
3273115,45,1
3273140,8,2
3273140,28023,2
3273155,35268,1
3273155,541,1
3273157,11,3
3273157,6,2
3273209,173,2
3273235,60,2
3273294,31,1
3273298,1099,1
3273319,686,1
3273322,99,5
3273354,1356,1
3273354,3,4
3273369,700,1
3273379,42,5
3273383,577,1
3273383,71,4
3273399,1619,1
3273480,556,1
3273497,1972,1
3273583,56,1
3273584,9652,4
3273586,363,1
3273611,187,1
3273649,15,4
3273654,8757,1
3273654,1,1
3273655,698,3
3273655,1003,5
3273665,6,3
3273671,7734,2
3273743,770,2
3273761,5087,2
3273799,493,1
3273889,6405,2
3273889,23,2
3273925,499,4
3273933,1,1
3274006,972,1
3274082,75,1
3274091,1469,4
3274107,363,4
3274107,1,1
3274180,1019,2
3274180,530,2
3274279,2488,7
3274279,1,11
3274341,28,1
3274341,135,1
3274350,347,6
3274351,672,1
3274385,163,2
3274389,11,1
3274389,1199,6
3274428,34320,1
3274430,734,3
3274430,79,1
3274441,1,5
3274443,1649,1
3274461,770,1
3274464,485,2
3274519,1151,3
3274566,485,2
3274580,2463,1
3274625,485,2
3274638,485,1
3274645,516,1
3274645,1229,2
3274650,2463,4
3274650,1116,1
3274660,25,2
3274694,51,2
3274750,11,2
3274761,8674,5
3274761,1,3
3274779,770,2
3274779,5766,1
3274810,254,2
3274817,139,1
3274833,1,1
3274861,1019,2
3274861,66,2
3274865,66,1
3274889,770,1
3274891,470,2
3274911,1037,2
3274953,2463,2
3274968,6037,1
3274999,111,1
3275029,96,5
3275105,169,2
3275105,28,1
3275124,6037,1
3275164,1151,2
3275171,3930,1
3275176,410,2
3275234,11,1
3275243,23,1
3275252,3425,1
3275266,6037,2
3275266,21,3
3275271,349,1
3275290,1170,2
3275300,3425,5
3275309,66,2
3275309,3201,2
3275311,61,3
3275311,88,2
3275323,36,1
3275396,8674,3
3275406,1,1
3275429,1318,1
3275452,306,1
3275479,656,5
3275479,1,1
3275490,21,1
3275490,561,1
3275524,105,4
3275527,66,2
3275575,28,1
3275597,1,2
3275612,1393,2
3275619,66,1
3275675,3532,1
3275689,96,2
3275738,16,2
3275746,106,1
3275746,670,2
3275800,56,1
3275845,160,1
3275851,2646,4
3275851,13,2
3275852,96,3
3275865,828,1
3275866,163,1
3275880,5156,1
3275927,11,2
3275927,2030,3
3275958,71,1
3275958,6037,1
3276022,3475,2
3276028,38,2
3276044,18,2
3276063,221,1
3276072,747,3
3276073,1229,2
3276073,6749,5
3276088,6037,1
3276106,59,1
3276106,6395,5
3276157,1318,2
3276158,12881,2
3276194,347,4
3276218,173,2
3276222,1037,2
3276235,25,3
3276249,181,2
3276254,43,8
3276261,75,2
3276284,8,3
3276284,738,2
3276287,5957,1
3276288,1303,2
3276309,306,1
3276370,126,3
3276392,606,1
3276398,96,1
3276439,597,1
3276486,367,3
3276486,7319,1
3276504,1,1
3276578,1037,8
3276613,90,3
3276613,101,4
3276616,6405,3
3276685,11,2
3276688,238,1
3276693,1,1
3276720,18,1
3276741,6037,5
3276741,1037,4
3276748,76,6
3276778,2867,1
3276794,485,3
3276812,8757,1
3276812,57,1
3276818,1462,1
3276818,11,2
3276820,35268,1
3276820,29,8
3276830,1,2
3276830,1,6
3276837,747,2
3276837,66,3
3276854,24,2
3276942,3641,1
3276951,25,2
3276968,88,1
3277009,1003,1
3277013,11,6
3277090,111,2
3277108,43,4
3277141,11,1
3277146,50,4
3277171,16,1
3277177,5429,1
3277187,40,1
3277199,173,2
3277256,1229,1
3277256,289,2
3277258,641,7
3277269,8,2
3277307,139,2
3277308,5193,1
3277313,1730,3
3277326,11,5
3277326,28023,5
3277355,149,1
3277355,214,1
3277389,3,2
3277419,1,2
3277420,1,4
3277435,16,1
3277435,23,3
3277439,19391,1
3277445,479,1
3277452,586,8
3277452,1,3
3277474,3,1
3277492,77,1
3277498,126,1
3277528,3658,2
3277616,25,1
3277616,5193,1
3277628,133,1
3277718,348,2
3277734,485,4
3277734,470,2
3277753,781,6
3277775,707,1
3277842,25,3
3277842,8757,1
3277854,1281,1
3277854,151,1
3277867,76,1
3277874,233,1
3277886,3475,4
3277908,1,2
3277947,2488,3
3277961,2867,6
3277961,186,4
3277969,1380,4
3277974,21,1
3277974,61,2
3277978,672,3
3277978,103,4
3278036,25,2
3278088,1400,1
3278111,38,1
3278208,137,3
3278317,984,1
3278321,173,1
3278359,3487,1
3278359,458,1
3278380,52934,3
3278381,108,8
3278386,1612,1
3278401,146,1
3278402,160,2
3278402,96,1
3278418,347,1
3278468,458,1
3278468,96,2
3278488,179,1
3278488,1597,2
3278500,96,1
3278532,1,2
3278532,453,1
3278557,572,4
3278564,25,4
3278600,68,1
3278628,13709,5
3278656,2463,1
3278656,372,1
3278701,1003,3
3278701,13709,3
3278715,307,4
3278715,1,2
3278736,51,2
3278736,435,2
3278739,1,3
3278739,33,1
3278800,2131,1
3278830,6037,2
3278858,46,5
3278860,1,2
3278878,32,3
3278878,6,1
3278916,1037,3
3278917,90,2
3278954,1,3
3278997,958,1
3279014,114,2
3279031,5262,4
3279044,99,1
3279055,1,7
3279082,2463,3
3279082,4093,1
3279088,25,1
3279097,1037,1
3279190,31,3
3279235,1424,1
3279248,174,2
3279337,112,1
3279345,1,1
3279357,969,2
3279357,96,4
3279383,1467,4
3279431,7123,1
3279470,1,1
3279481,121,1
3279524,41,4
3279536,103,2
3279564,1,1
3279564,479,2
3279620,1,4
3279620,572,3
3279664,671,1
3279666,12,13
3279683,561,5
3279683,2463,11
3279722,1063,1
3279806,828,3
3279809,310,3
3279815,2482,1
3279881,86,2
3280037,409,5
3280041,6037,1
3280078,21,1
3280099,99,1
3280099,951,1
3280137,1,1
3280146,11,2
3280190,151,1
3280190,1997,1
3280198,2954,2
3280198,6,1
3280231,6405,9
3280262,43,6
3280262,44,1
3280281,5193,2
3280297,330,1
3280329,86,2
3280436,372,1
3280494,156,1
3280494,18,1
3280504,1019,1
3280510,73,1
3280510,524,1
3280515,11,1
3280515,31784,1
3280554,96,2
3280586,33797,1
3280681,38,1
3280735,14,2
3280757,1037,1
3280783,1496,1
3280833,701,1
3280841,1,1
3280858,482,1
3280891,1,1
3280906,90,1
3280908,1191,2
3280908,11,2
3280916,62,2
3280926,29852,2
3280928,13547,1
3280938,90,1
3280938,6,2
3280981,18,2
3281008,1003,4
3281008,121,4
3281036,15184,3
3281074,2032,2
3281074,1,2
3281077,25,4
3281082,3214,1
3281145,90,1
3281178,119,3
3281179,66,1
3281179,2037,2
3281240,109,1
3281254,1,2
3281311,3132,2
3281376,522,3
3281376,760,1
3281379,361,3
3281379,717,2
3281403,161,4
3281469,1233,3
3281494,30757,1
3281524,550,1
3281549,778,1
3281555,2488,1
3281568,788,5
3281568,647,2
3281575,462,1
3281617,21,1
3281617,25,1
3281662,43,1
3281662,2370,5
3281675,23,1
3281685,11,4
3281714,1037,1
3281714,20057,2
3281737,11,2
3281790,6067,1
3281843,4454,3
3281843,4203,2
3281852,11,1
3281852,2537,2
3281876,741,1
3281891,839,2
3281891,2079,1
3281901,35198,1
3281925,11,4
3281925,1,4
3281984,109,1
3281984,1718,2
3281988,1,1
3282018,81,3
3282018,111,1
3282021,3234,4
3282028,13,5
3282041,2629,2
3282041,3824,1
3282048,543,1
3282051,168,1
3282063,401,2
3282066,173,3
3282067,103,1
3282071,882,1
3282090,238,1
3282121,88,1
3282137,52934,2
3282137,4437,2
3282141,31,3
3282167,1681,1
3282182,347,1
3282287,958,2
3282328,41,4
3282333,607,2
3282333,111,3
3282368,747,2
3282373,31,5
3282389,634,2
3282430,431,8
3282430,1037,4
3282441,11,2
3282441,11,1
3282452,17416,3
3282452,8,2
3282461,6298,1
3282463,66,4
3282560,706,2
3282564,1467,1
3282599,103,1
3282619,11,1
3282619,11,3
3282636,88,1
3282644,18,1
3282661,8,1
3282679,1151,4
3282679,1681,2
3282726,387,2
3282728,25,6
3282728,338,2
3282753,1131,1
3282759,338,4
3282761,88,2
3282775,12248,1
3282794,223,1
3282801,1037,1
3282813,21,1
3282832,19,3
3282862,144,1
3282875,7117,1
3282920,1151,1
3282972,6112,2
3283013,33,6
3283046,3316,1
3283082,238,1
3283082,166,1
3283104,677,1
3283152,1,2
3283152,1,1
3283231,747,3
3283232,3,1
3283238,747,2
3283238,5262,3
3283248,5454,1
3283307,151,2
3283325,1088,1
3283358,26,1
3283358,3271,1
3283403,174,2
3283423,747,2
3283425,240,1
3283441,4093,5
3283530,743,1
3283610,1151,4
3283621,2284,1
3283623,2663,1
3283623,99,1
3283640,1038,1
3283675,464,1
3283691,7583,1
3283739,50,3
3283742,3360,3
3283771,1804,6
3283778,25,9
3283781,6037,17
3283781,3623,7
3283785,672,1
3283812,1151,1
3283866,1,1
3283867,143,1
3283932,8,4
3284003,68,2
3284009,61,2
3284009,784,2
3284017,11,2
3284040,4967,1
3284051,106,2
3284066,2980,5
3284093,75,3
3284201,50,1
3284201,48400,3
3284206,269,1
3284228,18,7
3284236,672,2
3284240,57,1
3284270,1151,2
3284312,1645,1
3284356,127,2
3284373,1,3
3284402,8,1
3284402,3738,1
3284408,469,3
3284408,66,3
3284440,36,8
3284440,11,1
3284454,1278,2
3284467,1151,1
3284470,15023,2
3284470,2980,2
3284500,3402,1
3284514,80,5
3284518,431,4
3284531,1,4
3284588,747,2
3284602,24,3
3284638,1182,4
3284641,8,6
3284653,3213,1
3284653,1300,2
3284674,823,6
3284746,1,1
3284779,8,1
3284806,12,1
3284821,1,1
3284824,26,2
3284867,3780,3
3284869,747,4
3284872,231,4
3284895,555,1
3284907,24,1
3284929,6749,3
3284929,90,5
3284957,747,11
3284957,61,3
3284983,7291,1
3284983,55,2
3284993,1,10
3284993,1,4
3285019,68,1
3285019,1356,1
3285065,958,1
3285077,2532,1
3285103,788,2
3285103,21,2
3285167,469,1
3285181,672,2
3285183,1128,2
3285198,8,1
3285199,1555,3
3285199,583,3
3285229,12881,9
3285236,1969,1
3285302,1,1
3285340,74,1
3285366,747,2
3285377,548,1
3285377,535,2
3285387,16,1
3285469,799,1
3285510,135,1
3285604,1157,3
3285611,189,1
3285651,146,2
3285660,26,2
3285713,347,3
3285730,238,1
3285767,238,2
3285799,316,1
3285810,5087,4
3285821,4750,1
3285821,6325,2
3285863,3017,2
3285876,1581,3
3285876,347,2
3285905,664,3
3285925,121,2
3285934,68,1
3285935,734,4
3286049,18255,1
3286060,471,2
3286060,465,1
3286061,3271,1
3286174,743,2
3286193,3997,2
3286204,15023,1
3286232,80,3
3286257,307,2
3286277,307,1
3286293,485,3
3286296,11,1
3286320,2032,1
3286335,3097,3
3286335,61,4
3286352,1,1
3286353,160,2
3286399,180,9
3286399,1,5
3286415,12391,1
3286423,1019,2
3286423,14220,6
3286476,24,1
3286495,641,5
3286500,453,1
3286509,770,1
3286581,90,1
3286581,69004,2
3286613,346,1
3286614,729,1
3286658,15023,1
3286682,572,1
3286694,372,1
3286700,8,1
3286741,599,1
3286744,41932,1
3286754,566,1
3286765,30,1
3286789,417,2
3286789,470,1
3286792,119,1
3286804,68,3
3286809,151,1
3286813,16,2
3286856,7305,2
3286875,1229,1
3286882,14504,2
3286885,26,1
3286899,6749,2
3286901,666,1
3286901,25,1
3286928,572,2
3286939,1,6
3286939,74,1
3286989,305,2
3287028,943,2
3287062,184,1
3287088,36,2
3287093,189,1
3287102,65,2
3287137,18,2
3287157,3,2
3287181,967,1
3287194,1037,3
3287199,6749,3
3287315,52934,4
3287323,22869,1
3287330,13,1
3287344,46,4
3287347,33,1
3287347,91,2
3287361,760,1
3287361,90,1
3287372,51,1
3287414,5766,1
3287415,1037,2
3287468,5766,1
3287480,19738,1
3287491,103,1
3287500,1,10
3287545,1455,2
3287545,23,2
3287562,6,1
3287563,1725,1
3287635,26,1
3287636,645,1
3287644,4098,4
3287665,11,1
3287667,470,2
3287679,7117,1
3287820,126,1
3287834,11,2
3287852,146,2
3287871,240,1
3287895,52934,2
3287970,3463,2
3287972,2980,1
3287992,364,1
3287993,45,1
3288037,641,7
3288042,11,1
3288042,958,1
3288046,3676,1
3288047,3972,1
3288047,1467,1
3288060,522,3
3288060,5483,2
3288159,47,1
3288160,621,1
3288193,1227,4
3288193,1,1
3288195,1128,4
3288269,453,1
3288282,530,4
3288289,11,2
3288299,1233,4
3288299,440,5
3288302,87,1
3288315,565,1
3288349,1467,1
3288355,2473,1
3288385,1305,3
3288402,1354,1
3288410,1433,6
3288417,1233,5
3288433,1424,5
3288433,8,4
3288489,1467,1
3288495,86,4
3288551,127,1
3288606,2980,1
3288606,196,1
3288607,46802,1
3288614,13,2
3288614,567,1
3288625,550,1
3288642,1044,2
3288649,3,1
3288665,237,1
3288665,3017,1
3288669,4437,2
3288719,59,1
3288725,9062,2
3288839,1,2
3288853,11,3
3288889,54,1
3288926,308,1
3289063,335,1
3289103,96,1
3289134,567,1
3289134,1037,6
3289176,2482,3
3289201,96,1
3289207,13,1
3289207,671,1
3289259,566,1
3289273,31953,1
3289290,10887,2
3289330,41,2
3289334,551,1
3289336,150,1
3289430,1848,10
3289440,43,6
3289445,724,4
3289445,1003,2
3289448,486,2
3289467,566,3
3289484,672,1
3289649,2032,3
3289653,1853,2
3289664,1233,2
3289664,711,4
3289678,763,3
3289691,103,1
3289691,1131,2
3289710,20,2
3289734,3328,3
3289742,62,1
3289742,566,2
3289764,1,1
3289781,1,9
3289803,8,1
3289816,91,1
3289847,11,2
3289849,356,1
3289864,1389,2
3289898,1121,1
3289926,48,1
3289942,672,4
3289944,1037,1
3289961,13917,2
3290082,251,2
3290092,1003,4
3290092,238,2
3290114,203,2
3290173,978,4
3290225,890,3
3290256,1,1
3290279,16,1
3290287,8,1
3290287,566,2
3290353,464,4
3290437,514,1
3290509,6,1
3290512,3489,1
3290524,99,1
3290531,11,1
3290548,566,1
3290548,8,1
3290553,1,2
3290553,55,1
3290616,14504,2
3290662,2075,1
3290672,672,1
3290736,1354,2
3290736,330,1
3290773,1,2
3290813,48400,2
3290845,173,1
3290873,386,1
3290880,1037,1
3290945,1037,3
3290945,119,3
3290950,11,1
3290950,6,2
3291010,1037,9
3291051,1745,1
3291066,81,1
3291100,130,2
3291120,41,2
3291122,6037,3
3291122,41,4
3291139,6,1
3291174,66,1
3291176,2075,1
3291178,672,2
3291191,238,1
3291191,471,1
3291202,144,1
3291204,41,1
3291204,11,2
3291216,2925,1
3291235,56,1
3291267,21,2
3291373,61,1
3291384,101,1
3291418,156,1
3291419,431,2
3291419,33,3
3291435,669,2
3291435,187,1
3291496,21,2
3291501,101,4
3291503,471,1
3291613,1038,1
3291637,371,1
3291676,664,1
3291681,71,4
3291683,1003,1
3291692,1467,1
3291748,664,1
3291750,469,1
3291816,672,1
3291830,361,1
3291849,951,1
3291887,66,2
3291887,13376,3
3291913,8,4
3291953,6,1
3291958,1037,7
3291994,672,1
3292075,500,1
3292081,50,3
3292081,48,3
3292091,88,3
3292096,111,1
3292145,8,2
3292145,11,1
3292187,4967,2
3292222,1037,1
3292238,31,2
3292262,308,1
3292274,10621,1
3292276,2482,1
3292276,564,3
3292326,90,4
3292402,106,4
3292402,11,3
3292464,46,2
3292488,13,1
3292488,179,1
3292511,81,6
3292511,314,9
3292528,96,1
3292539,61,1
3292544,3271,1
3292579,46,2
3292585,90,1
3292586,150,2
3292586,66,2
3292634,356,3
3292671,1063,1
3292718,1462,1
3292718,2463,2
3292730,1804,3
3292752,97,1
3292777,1712,1
3292830,360,2
3292888,33,1
3292904,1,1
3292938,26,2
3292955,126,3
3292997,1436,1
3292997,760,3
3293035,1804,2
3293055,37014,2
3293055,347,1
3293094,289,1
3293197,701,1
3293201,2362,2
3293203,3402,1
3293203,2291,1
3293228,6,1
3293240,5,1
3293240,55235,1
3293248,641,3
3293283,62,1
3293283,20637,2
3293342,5008,2
3293350,1,1
3293350,86,1
3293352,126,2
3293357,5087,3
3293365,1,3
3293464,1,1
3293464,4538,1
3293490,5633,2
3293494,11,1
3293498,1210,2
3293515,167,2
3293540,3475,3
3293542,1,3
3293562,2473,1
3293563,753,1
3293607,556,3
3293608,129,1
3293683,80,1
3293683,747,3
3293710,308,1
3293749,61,3
3293771,48400,2
3293774,86,6
3293774,156,2
3293779,308,2
3293806,1037,7
3293841,22829,1
3293849,125,1
3293850,747,5
3293873,686,1
3293878,3402,6
3293895,26,2
3293906,372,1
3293918,784,1
3293932,21,2
3293932,367,3
3293940,10621,1
3293940,101,1
3293956,331,3
3293999,134,1
3294002,1,3
3294002,11,2
3294023,6037,1
3294025,90,2
3294046,587,1
3294056,2075,2
3294056,1,2
3294076,556,1
3294176,1802,3
3294194,6825,1
3294259,118,5
3294259,490,1
3294263,2075,1
3294263,1195,2
3294349,116,2
3294367,2075,3
3294370,493,4
3294498,485,1
3294502,1229,1
3294525,90,2
3294529,23,1
3294575,1,1
3294655,66,1
3294663,50,1
3294682,1,5
3294710,152,2
3294741,46,1
3294741,46,3
3294764,1,11
3294764,1823,8
3294772,3392,1
3294776,1,6
3294855,335,3
3294887,1,1
3294917,323,1
3294917,770,1
3294947,21,1
3294947,934,1
3294955,3475,1
3295050,26,4
3295083,1452,2
3295125,329,2
3295142,31,1
3295161,66,3
3295200,228,1
3295209,74,3
3295209,8209,1
3295218,131,1
3295245,46,1
3295245,672,2
3295254,173,3
3295267,530,1
3295267,443,2
3295273,15,1
3295308,429,1
3295318,1,1
3295337,11,5
3295337,6488,1
3295347,15048,1
3295348,747,1
3295416,173,4
3295436,3271,1
3295464,66,3
3295475,1206,1
3295482,16,1
3295533,33886,2
3295561,6,1
3295561,39,3
3295578,146,2
3295588,3943,1
3295628,66,2
3295633,173,2
3295644,1,1
3295708,329,1
3295722,458,1
3295795,6012,2
3295806,16,1
3295834,647,2
3295858,11,2
3295858,1074,1
3295862,11,1
3295879,47,1
3295887,72,1
3295911,2663,1
3295951,1,2
3295970,747,1
3295970,66,1
3295979,25,11
3296018,6789,3
3296030,8,4
3296050,31,18
3296158,2613,1
3296203,31,1
3296279,184,1
3296283,81,1
3296287,307,2
3296287,50649,1
3296385,31,2
3296402,31,4
3296428,1229,4
3296452,1159,1
3296455,432,1
3296489,385,3
3296511,1,1
3296511,3425,1
3296519,51,2
3296527,11,2
3296597,308,3
3296597,23,1
3296600,407,1
3296601,2980,2
3296629,1,1
3296647,314,2
3296647,11,2
3296706,99,1
3296706,432,1
3296725,1,3
3296726,46,1
3296734,2980,1
3296755,328,1
3296758,6037,14
3296758,1597,6
3296784,99,5
3296839,345,5
3296850,453,1
3296852,645,1
3296903,13,5
3296914,701,1
3296930,556,1
3296935,1036,2
3296981,1951,1
3297039,672,1
3297052,308,1
3297064,694,1
3297077,103,1
3297156,175,1
3297174,6,1
3297188,1,4
3297192,3319,1
3297204,1354,2
3297252,2980,2
3297289,3557,1
3297311,642,2
3297357,333,2
3297359,22423,2
3297363,6,2
3297404,359,1
3297421,5766,2
3297427,150,1
3297438,6,2
3297489,371,1
3297518,76,4
3297518,74,5
3297532,150,1
3297542,1,6
3297561,951,2
3297579,672,2
3297585,1037,4
3297585,464,1
3297621,8459,1
3297680,82,3
3297722,20,1
3297722,2305,1
3297764,115,1
3297835,1,3
3297841,11,2
3297841,150,4
3297842,37,2
3297860,14554,1
3297892,82,1
3297919,969,1
3297947,958,4
3297949,789,2
3297964,1,1
3297972,8366,1
3297987,440,2
3297987,1233,4
3297989,1,1
3298004,6971,6
3298023,73,1
3298130,1037,4
3298201,11,3
3298356,10840,1
3298375,892,3
3298393,3017,3
3298486,2227,1
3298488,8,4
3298593,3425,1
3298630,1142,8
3298722,99,1
3298832,278,1
3298832,5328,3
3298933,11,1
3298959,3425,1
3298960,516,2
3298969,78,1
3298979,1131,1
3299023,46,1
3299059,1370,1
3299176,2221,3
3299187,67,1
3299253,18,4
3299266,1660,1
3299275,672,1
3299276,3463,1
3299316,868,1
3299327,3,1
3299328,3425,3
3299390,671,1
3299390,1037,2
3299391,136,4
3299449,41491,5
3299449,309,1
3299463,66,2
3299463,11,2
3299488,341,2
3299507,90,2
3299545,1037,3
3299545,18,3
3299565,116,1
3299586,1,1
3299607,6825,1
3299607,119,1
3299638,1,2
3299648,3425,5
3299674,1,2
3299695,176,1
3299705,1343,1
3299707,1602,1
3299736,23,1
3299808,941,4
3299810,1221,1
3299815,11,1
3299828,1,1
3299867,5087,1
3299885,43,1
3299885,56,2
3299905,431,3
3299905,61,1
3299915,136,3
3299948,1,2
3299948,5087,1
3300058,154,1
3300101,788,2
3300119,455,1
3300241,6186,1
3300338,3620,1
3300388,360,2
3300388,296,2
3300421,2663,1
3300433,48,6
3300433,747,2
3300463,25,3
3300471,4090,1
3300523,97,1
3300557,238,2
3300568,530,1
3300568,171,3
3300575,18,1
3300575,347,3
3300621,31,1
3300645,2463,2
3300648,8,3
3300662,4152,1
3300695,228,1
3300701,1944,1
3300708,11,2
3300734,2259,1
3300735,152,1
3300764,3475,2
3300772,3630,2
3300805,46,2
3300824,1491,2
3300836,2998,2
3300836,138,1
3300899,22423,3
3300918,3475,1
3300918,16,1
3300938,1370,2
3301017,84,1
3301059,1848,1
3301092,289,1
3301152,25,2
3301152,1,1
3301157,1159,2
3301220,116,1
3301220,347,2
3301237,39,3
3301296,3,1
3301351,433,2
3301351,11,1
3301519,799,1
3301521,43,2
3301529,84,3
3301529,50,1
3301550,46,3
3301561,21,3
3301592,8,2
3301592,91,1
3301607,11,1
3301610,4538,1
3301629,821,1
3301631,4152,1
3301656,21,4
3301668,486,2
3301670,75,1
3301783,165,1
3301789,5395,3
3301789,1,2
3301810,2648,1
3301810,408,4
3301859,21974,1
3301861,141,1
3301979,26,3
3301990,163,1
3301990,363,1
3302020,116,2
3302071,1080,2
3302071,3328,3
3302122,421,2
3302185,116,2
3302198,21,2
3302209,5046,2
3302221,26,4
3302222,43,1
3302225,11,1
3302274,242,1
3302315,51,3
3302365,125,1
3302408,103,1
3302408,2034,3
3302428,64,1
3302428,363,3
3302430,3943,1
3302452,48400,1
3302452,349,1
3302460,2322,1
3302485,36,2
3302508,163,1
3302548,3328,1
3302548,26,1
3302562,1037,2
3302562,1449,1
3302567,323,2
3302690,583,3
3302690,41606,2
3302707,31,1
3302707,21,1
3302753,19,2
3302844,83,3
3302863,88,3
3302891,738,3
3302891,714,1
3302899,48,2
3302899,2034,1
3302908,922,2
3302931,27070,1
3302933,672,2
3302941,560,5
3302944,3623,1
3302944,1,6
3302984,1,4
3302985,345,3
3302987,3780,1
3303001,171911,1
3303026,6280,2
3303032,26,4
3303042,231,2
3303105,647,2
3303136,23,3
3303157,363,1
3303162,4648,1
3303172,107,1
3303204,1230,1
3303218,231,4
3303231,11547,1
3303262,1,1
3303268,20,2
3303275,21,2
3303316,19,1
3303332,13820,1
3303341,21,4
3303341,672,3
3303356,15,1
3303418,1037,5
3303433,431,2
3303433,784,2
3303442,372,1
3303442,620,1
3303464,672,1
3303484,3328,5
3303504,1469,2
3303508,2488,2
3303517,5193,5
3303532,43,1
3303545,17902,1
3303555,1354,2
3303555,776,2
3303556,2259,1
3303556,26,1
3303600,2212,3
3303610,1,1
3303633,6186,2
3303639,156,1
3303639,156,1
3303666,80,3
3303699,143,1
3303714,106,1
